College Board Code,School Name,Course Record ID,Course Title,Transcript Abbreviation(s),Course Number(s),Course Length,Subject Area,Discipline,UC Honors Designation,CTE Industry Sector,CTE Pathway,school_code
052858,Mira Mesa High School,APY24WP,"Orchestra 5,6","ORCHESTRA 5P,ORCHESTRA 6P,ORCHESTRA 5,6 (P)","5339,5340,5339,5340",Full Year,Visual & Performing Arts (F),Music,None,,,349
052858,Mira Mesa High School,Q4PDL7,"Orchestra 7,8","ORCHESTRA 7P,ORCHESTRA 8P,ORCHESTRA 7,8 (P)","5341,5342,5341,5342",Full Year,Visual & Performing Arts (F),Music,None,,,349
052858,Mira Mesa High School,LBM3AE,"Orchestra 7,8 Honors","ORCHESTRA 7,8 HNRS,ORCHESTRA 7 HNRSHP,ORCHESTRA 8 HNRSHP","5347, 5348,5347,5348",Full Year,Visual & Performing Arts (F),Music,Honors,,,349
052858,Mira Mesa High School,CHB8MAR,"Theatre: Musical 1,2","THEATRE: MUS1(P),THEATRE: MUS2(P)","1411,1412",Full Year,Visual & Performing Arts (F),Music,None,,,349
052858,Mira Mesa High School,QEWY9Z,"Playwriting and Directing 1,2","PLA/WRI 1,2 (P)",1443/1444,Full Year,Visual & Performing Arts (F),Theater,None,,,349
052858,Mira Mesa High School,NJNL9Y,"Production and Performance 1,2","PROD PERF 1(P),2(P)",1445/1446,Full Year,Visual & Performing Arts (F),Theater,None,,,349
052858,Mira Mesa High School,FPR9EQG,Technical Theatre 1/2,"TECH THTR 1,2(P)","1413, 1414",Full Year,Visual & Performing Arts (F),Theater,None,"Arts, Media, and Entertainment",Production and Managerial Arts,349
052858,Mira Mesa High School,FK96JY4,"Technical Theatre 3,4","TECHTHEATRE 3,4 (P)","1462, 1463",Full Year,Visual & Performing Arts (F),Theater,None,,,349
052858,Mira Mesa High School,HL4PE93,"Theatre 1,2","THEATRE 1 P,THEATRE 2 P,THEATRE 1,2 (P)","1423,1424,1423, 1424",Full Year,Visual & Performing Arts (F),Theater,None,,,349
052858,Mira Mesa High School,HMLSCPN,"Theatre 3,4","THEATRE 3 P,THEATRE 4 P,THEATRE 3,4 (P)","1425,1426,1425, 1426",Full Year,Visual & Performing Arts (F),Theater,None,,,349
052858,Mira Mesa High School,GH4EABY,"Theatre 5,6","THEATRE 5,6 (P)","1427, 1428",Full Year,Visual & Performing Arts (F),Theater,None,,,349
052858,Mira Mesa High School,JCK7WQ,Theatre 7/8,"THEATRE 7,8 (P)","1429,1430",Full Year,Visual & Performing Arts (F),Theater,None,,,349
052858,Mira Mesa High School,BJHNQ4Y,"Theatre: Musical 3,4","THEATRE:MUS 3,4 (P)",1453/1454,Full Year,Visual & Performing Arts (F),Theater,None,,,349
052858,Mira Mesa High School,XTX9SM,"Theatre: Musical 5,6","THEATRE: MUS 5,6 (P)","5555,5556",Full Year,Visual & Performing Arts (F),Theater,None,,,349
052858,Mira Mesa High School,DMQTGKF,AP 2D Art and Design,"2D ART & DES 1,2 AP (HP)","0367, 0368",Full Year,Visual & Performing Arts (F),Visual Arts,AP,,,349
052858,Mira Mesa High School,DCMPAGC,AP Art History,"ART HST 1,2 AP (HP)","0381, 0382",Full Year,Visual & Performing Arts (F),Visual Arts,AP,,,349
052858,Mira Mesa High School,EHKQ9CL,AP Drawing,"DRAWING 1,2 AP (HP)","0377, 0378",Full Year,Visual & Performing Arts (F),Visual Arts,AP,,,349
052858,Mira Mesa High School,B674GE,CA - Visual Arts,EDG CA ART,0407,Half Year,Visual & Performing Arts (F),Visual Arts,None,,,349
052858,Mira Mesa High School,P4CEBX,"Ceramics 1,2","CERAM 1,2 (P)",0231/0232,Full Year,Visual & Performing Arts (F),Visual Arts,None,,,349
052858,Mira Mesa High School,BMWYAKQ,"Computer Animation 1,2","COMP ANIMAT 1P,COMP ANIMAT 2P,COMP ANIMATION1,2 (P)","3639,3640,3639/3640",Full Year,Visual & Performing Arts (F),Visual Arts,None,"Arts, Media, and Entertainment","Design, Visual and Media Arts",349
052858,Mira Mesa High School,HX35WN,Design in Mixed Media 1-2,"DES MIX MED 1,2 (P)","0244, 0245",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,349
052858,Mira Mesa High School,CP6JK9E,Design in Mixed Media 3/4,"DES MIX MED 3,4 (P)","0246,0247",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,349
052858,Mira Mesa High School,HLCKNB,"Drawing & Painting 1,2","DRW & PTG 1,2 (P)",0271/0272,Full Year,Visual & Performing Arts (F),Visual Arts,None,,,349
052858,Mira Mesa High School,A83JT7,"Fabrication and Design 1,2","FAB/DESIGN 1,2 (P)",8311/8312,Full Year,Visual & Performing Arts (F),Visual Arts,None,"Arts, Media, and Entertainment","Design, Visual and Media Arts",349
052858,Mira Mesa High School,CG3WKS8,"Graphic Design 1,2","GRAPHIC DES 1,2 (P)","8511, 8512",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,349
052858,Mira Mesa High School,DF6HTP3,"Introduction to Design 1, 2 ","INTR DESIGN 1, 2 (P),INTR DESIGN 1P,INTR DESIGN 2P","3657, 3658,3657,3658",Full Year,Visual & Performing Arts (F),Visual Arts,None,"Arts, Media, and Entertainment","Design, Visual and Media Arts",349
052858,Mira Mesa High School,K258XY,"Introduction to Fabrication & Design 1,2","INTRO/FAB/DES 1 (P),INTRO/FAB/DES 2 (P)","3591,3592",Full Year,Visual & Performing Arts (F),Visual Arts,None,"Arts, Media, and Entertainment","Design, Visual and Media Arts",349
052858,Mira Mesa High School,BKBQFT9,Photographic Imaging 1/2/3/4,"PHOTOIMAG1,2 (P),PHOTOIMAG 3,4 (P)","8105, 8106,8107, 8108",Full Year,Visual & Performing Arts (F),Visual Arts,None,"Arts, Media, and Entertainment","Design, Visual and Media Arts",349
052858,Mira Mesa High School,GRMCT8,Photography 1/2,"PHOTOG 1 P,PHOTOG 2 P,PHOTOG 1,2 (P)","3691,3692,3691, 3692",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,349
052858,Mira Mesa High School,AAMDPQC,"SCREEN PRINTING 1,2","SCREEN PRNTG 1,2 (P)",8882/8883,Full Year,Visual & Performing Arts (F),Visual Arts,None,Manufacturing and Product Development,Graphic Production Technologies,349
052858,Mira Mesa High School,QPBKTW,Video Production 1/2,"VIDEO PROD 1P,VIDEO PROD 2P,VIDEO PROD 1,2 (P)","8373,8374,8373, 8374",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,349
052858,Mira Mesa High School,EGN74P,"Video Production 3,4","VIDEO PROD 3,4 (P)","8375, 8376",Full Year,Visual & Performing Arts (F),Visual Arts,None,,,349
052860,Mission Bay High School,YBPJTW,"ELD with ALD 5,6","ELD/ALD 5,6","1355,1356",Full Year,College-Preparatory Elective (G),English as a Second Language (ESL) / English Language Development (ELD),None,,,350
052860,Mission Bay High School,GHKWFC,African American History,"EDG AFR-AMER HISTORY (P),EDG AFR-AMER HISTORYCR (P)","6560,6560R",Half Year,College-Preparatory Elective (G),History / Social Science,None,,,350
052860,Mission Bay High School,BGRZMSH,Economics ,"EDG CA ECON (P),EDG CA ECON CR(P)","6550,6550R",Half Year,College-Preparatory Elective (G),History / Social Science,None,,,350
052860,Mission Bay High School,FKD2E3,"Human Psychology and Sociology 1,2","HUMANPSYSC1 (P),HUMANPSYSC2 (P)","1154,1155",Full Year,College-Preparatory Elective (G),History / Social Science,None,,,350
052860,Mission Bay High School,LGXW6J,Principles of Economics 1,"PR ECON 1 (P),PR ECON 1 P","6758,6758",Half Year,College-Preparatory Elective (G),History / Social Science,None,,,350
052860,Mission Bay High School,BLDEZ6L,Psychology ,"EDG PSYCH 1,2 (P)","6554,6555",Full Year,College-Preparatory Elective (G),History / Social Science,None,,,350
052860,Mission Bay High School,CRXFTS,Psychology IB HL1,"PSY HL1 IB 1,2,PSY HL1 IB 1 P,PSY HL1 IB 2 P","6732, 6733,6732,6733",Full Year,College-Preparatory Elective (G),History / Social Science,IB,,,350
052860,Mission Bay High School,FA6FEH,Psychology IB HL2,"PSY HL2 IB 1,2,PSY HL2 IB 1HP,PSY HL2 IB2 HP","6715, 6716,6715,6716",Full Year,College-Preparatory Elective (G),History / Social Science,IB,,,350
052860,Mission Bay High School,KGYRM6,Psychology IB SL,"PSYCH SL IB 1,2 (HP),PSYCH SLIB1HP,PSYCH SLIB2HP","6713/6714,6713,6714",Full Year,College-Preparatory Elective (G),History / Social Science,IB,,,350
052860,Mission Bay High School,EQETD3,Sociology ,EDG SOCIOLOGY (P),6557,Half Year,College-Preparatory Elective (G),History / Social Science,None,,,350
052860,Mission Bay High School,RB34DH,World Regional Geography ,EDG WLD REG GEOG (P),6558,Half Year,College-Preparatory Elective (G),History / Social Science,None,,,350
052860,Mission Bay High School,GC4QRP,Art History I ,EDG ART HIST I (P),0416,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,350
052860,Mission Bay High School,AYD3L7,"ASB Leadership 1,2","ASB LEADERSHIP 1,2 (P)","0850, 0851",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,350
052860,Mission Bay High School,PATDFZ,AVID 10,"AVID 10 A P,AVID 10 B P,AVID 10 A, B (P)","8209,8210,8209, 8210",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,350
052860,Mission Bay High School,HR4HNM,AVID 11,"AVID 11 A P,AVID 11 B P,AVID 11 A, B (P)","8227,8228,8227, 8228",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,350
052860,Mission Bay High School,RCFGML,AVID 11/TOK AVID - Advancement Via Individual Determination TOK - Theory of Knowledge,"AVID 11/TOK 1,2 (HP),AVID 11TOK 1HP,AVID 11TOK 2HP","6932, 6933,6932,6933",Full Year,College-Preparatory Elective (G),Interdisciplinary,Honors,,,350
052860,Mission Bay High School,KLQKD2,AVID 12,"AVID 12 A, B (P),AVID 12 A P,AVID 12 B P","8221, 8222,8221,8222",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,350
052860,Mission Bay High School,GT6A58,AVID 12/Theory of Knowledge 1 for grade 12,"AVID 12/TOK 1,2 (HP),AVID 12TOK 1HP,AVID 12TOK 2HP","6934, 6935,6934,6935",Full Year,College-Preparatory Elective (G),Interdisciplinary,Honors,,,350
052860,Mission Bay High School,CLB46A,AVID 9,"AVID 9 A P,AVID 9 B P,AVID 9 A,B (P)","8207,8208,8207, 8208",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,350
052860,Mission Bay High School,G75SY6,CA-Contemporary Health,EDG CA Health (P),2562,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,350
052860,Mission Bay High School,MFJNDL,Career Pathway Internship,"CAREER INTERNSHIP 1,2 (P)","0833,0834",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,350
052860,Mission Bay High School,CAA5ED4,"Game Design 1,2","GAME DESIGN 1(P),GAME DESIGN 2(P),GAME DESIGN 1P,GAME DESIGN 2P","4473,4474,4473,4474",Full Year,College-Preparatory Elective (G),Interdisciplinary,None,Information and Communication Technologies,Games and Simulation,350
052860,Mission Bay High School,JGJZX9,Introduction to Coding,EDG INTR CODING (P),3689,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,350
052860,Mission Bay High School,ZE4ZAL,Personal Finance,EDG PERSONAL FINANCE (P),6720,Half Year,College-Preparatory Elective (G),Interdisciplinary,None,,,350
052860,Mission Bay High School,B4M2QW,Yearbook,PUBL/YRBK 9-12 (P),8421,Full Year,College-Preparatory Elective (G),Interdisciplinary,None,,,350
052860,Mission Bay High School,ELM4GZ,"American Literature 1,2","AMERICAN LITERATURE 1, 2/AM LIT 1,2(P),AM LIT 1 P,AM LIT 2 P","1583, 1584,1583,1584",Full Year,English (B),English,None,,,350
052860,Mission Bay High School,YGNY9R,"Contemporary Voices in Lit 1,2","CON VOC LT 1,2(P),CON VOC LT 1P,CON VOC LT 2P","1612/1613,1612,1613",Full Year,English (B),English,None,,,350
052860,Mission Bay High School,LWAC3X,"English 1,2","ENGLISH 1 P,ENGLISH 2 P,ENGLISH 1,2 (P),ENGLISH 1,2 SM (P),ENGLISH 1,2 CL (P)","1540,1541,1540,1541,1540S,1541S,1540C,1541C",Full Year,English (B),English,None,,,350
052860,Mission Bay High School,YEM2FN,"English 1,2: Identity and Relationships","ENG: IDENT & RELATIONSHPS 1,2 (P),ENG: IDENT & RELATIONSHPS 1,2 CL(P),ENG: IDENT & RELATIONSHPS 1,2 SM(P)","1371, 1372,1371C, 1372C,1371S, 1372S",Full Year,English (B),English,None,,,350
052860,Mission Bay High School,EEGX6Y,"English 3,4","ENGLISH 3,4 (P),ENGLISH 3 P,ENGLISH 4 P","1570, 1571,1570,1571",Full Year,English (B),English,None,,,350
052860,Mission Bay High School,N8EWL3,"English 3,4 Advanced","ENG 3,4 ADV (P),ENG 3,4 ADV SM(P),ENG 3 ADV P,ENG 4 ADV P","1572, 1573,1572S, 1573S,1572,1573",Full Year,English (B),English,None,,,350
052860,Mission Bay High School,LBWE46,English IB HL1,"ENG HL1 IB1(HP),ENG HL1 IB2(HP)","1735,1736",Full Year,English (B),English,IB,,,350
052860,Mission Bay High School,PQM3CN,English IB HL2,"ENG HL2 IB1(HP),ENG HL2 IB2(HP)","1741,1742",Full Year,English (B),English,IB,,,350
052860,Mission Bay High School,BJSWQN6,English Language Arts 10,"EDG CC ELA 10TH 1,2 (P),EDG CC ELA 10TH 1 P,EDG CC ELA 10TH 2 P,EDG CC ELA 10TH 1,2 CR (P)","1897, 1898,1897,1898,1897R, 1898R",Full Year,English (B),English,None,,,350
052860,Mission Bay High School,BABSCPF,English Language Arts 11 ,"EDG CC ELA 11TH 1,2 (P),EDG CC ELA 11TH 1 P,EDG CC ELA 11TH 2 P,EDG CC ELA 11TH 1,2 CR (P)","1924, 1925,1924,1925,1924R, 1925R",Full Year,English (B),English,None,,,350
052860,Mission Bay High School,BJ7W5Q9,English Language Arts 12 ,"EDG CC ELA 12TH 1,2 (P),EDG CC ELA 12TH 1,2 CR (P)","1926, 1927,1926R, 1927R",Full Year,English (B),English,None,,,350
052860,Mission Bay High School,BLT9M74,English Language Arts 9 ,"EDG CALIFORNIA ELA 9TH 1,2 (P),EDG CALIFORNIA ELA 9TH 1,2 CR (P)","1895, 1896,1895R, 1896R",Full Year,English (B),English,None,,,350
052860,Mission Bay High School,FNM7EZB,"ELD 5,6","ELD 5,6 (P)",1579/1580,Full Year,English (B),English as a Second Language (ESL) / English Language Development (ELD),None,,,350
052860,Mission Bay High School,HFNEY6,Government 1,"GOVERNMENT 1/GOVERNMENT1 (P),GOVERNMENT 1P","6757,6757",Half Year,History / Social Science (A),Civics / American Government,None,,,350
052860,Mission Bay High School,BPKQ59M,Principles of American Democracy ,"EDG CA PR/AM/DEMOC (P),EDG CA PR/AM/DEMOC CR (P),EDG CA PRAMDEMOCP,EDG CA PRAMDEMOC CRP","6717,6717R,6717,6717R",Half Year,History / Social Science (A),Civics / American Government,None,,,350
052860,Mission Bay High School,NGYLWK,History of the Americas IB HL2,"HIST AM HL2 IB1,HIST AM HL2 IB2,HIST OF AMER HL2 IB 1HP,HIST OF AMER HL2 IB 2HP","6647,6648,6647,6648",Full Year,History / Social Science (A),U.S. History,IB,,,350
052860,Mission Bay High School,ECH6AK,"Honors U.S. History & Geography 1,2 (H)","USH&GE2HR (HP),USH&GE1HR (HP),USH&GE1HR  HP,USH&GE2 HR HP","6712,6711,6711,6712",Full Year,History / Social Science (A),U.S. History,Honors,,,350
052860,Mission Bay High School,NS8J26,Identity and Agency in US History,"IDENT/AGCY US HIST 1,2 (P)","6579, 6580",Full Year,History / Social Science (A),U.S. History,None,,,350
052860,Mission Bay High School,NJQKT7,"U.S. History & Geography 1,2","US HST/GEO 1,2(P),US HSTGEO 1P,US HSTGEO 2P","6701,6702,6701,6702",Full Year,History / Social Science (A),U.S. History,None,,,350
052860,Mission Bay High School,BD8QKHA,U.S. History and Geography ,"EDG CA US HIST/GEOG 1,2 (P),EDG CA US HIST/GEOG 1,2 CR (P),EDG CA US HISTGEOG 1P (P),EDG CA US HISTGEOG 2P (P)","6709, 6710,6709R, 6710R,6709,6710",Full Year,History / Social Science (A),U.S. History,None,,,350
052860,Mission Bay High School,NY2ZCL,AP Human Geography,"EDG AP HUMAN GEOG 1,2 (HP)","6718,6719",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,AP,,,350
052860,Mission Bay High School,ABBWX2H,History IB HL1,"HIST HL1 IB2(P),HIST HL1 IB1(P),HIST HL1 IB1HP,HIST HL1 IB2HP","6724,6723,6723,6724",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,IB,,,350
052860,Mission Bay High School,C2BCGE,"Modern World History & Geography 1,2","MD WD HST/G1,2 (P),MD WD HSTG1P,MD WD HSTG2P","6605, 6606,6605,6606",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,350
052860,Mission Bay High School,MRCW2B,"Power and Identity Around the World 1, 2","IDENT PWR ARND WLD 1, 2 (P)","6945, 6946",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,350
052860,Mission Bay High School,BNLPHSF,"World History, Culture, and Geography ","EDG CA WLD HIST 1,2 (P),EDG CA WLD HIST 1P,EDG CA WLD HIST 2P,EDG CA WLD HIST 1,2 CR (P)","6707, 6708,6707,6708,6707R, 6708R",Full Year,History / Social Science (A),World History / Cultures / Historical Geography,None,,,350
052860,Mission Bay High School,AJL3DSE,French I ,"EDG FRN I A,B (P),EDG FRN I A P,EDG FRN I B P,EDG FRN I A CR (P),EDG FRN I B CR (P)","4771, 4772,4771,4772,4771R,4772R",Full Year,Language Other than English (E),LOTE Level 1,None,,,350
052860,Mission Bay High School,NRCM54,"Spanish 1,2","SPN 1-2 (P),SPN 1P,SPN 2P","2321/2322,2321,2322",Full Year,Language Other than English (E),LOTE Level 1,None,,,350
052860,Mission Bay High School,BA7K9JE,Spanish I ,"EDG SPN I A, B (P),EDG SPN I A CR (P),EDG SPN I B CR (P),EDG SPN I A P,EDG SPN I B P","4715, 4716,4715R,4716R,4715,4716",Full Year,Language Other than English (E),LOTE Level 1,None,,,350
052860,Mission Bay High School,AKQC7KR,French II ,"EDG FRN II A, B (P),EDG FRN II A P,EDG FRN II B P,EDG FRN II A CR (P),EDG FRN II B CR (P)","4773, 4774,4773,4774,4773R,4774R",Full Year,Language Other than English (E),LOTE Level 2,None,,,350
052860,Mission Bay High School,AK5QENW,Mandarin Chinese 3-4,"MANCHINESE 3, 4 (P),MANCHINESE 3,4 IM (P),MANCHINESE 3P,MANCHINESE 4P","2353/2354,2353M/2354M,2353,2354",Full Year,Language Other than English (E),LOTE Level 2,None,,,350
052860,Mission Bay High School,FG4C63,Spanish 3-4,"SPN 3-4 (P),SPN 3P,SPN 4P","2323/2324,2323,2324",Full Year,Language Other than English (E),LOTE Level 2,None,,,350
052860,Mission Bay High School,BP9TBC8,Spanish II ,"EDG SPN II A P,EDG SPN II B P,EDG SPN II A CR (P),EDG SPN II B CR (P)","4717,4718,4717R,4718R",Full Year,Language Other than English (E),LOTE Level 2,None,,,350
052860,Mission Bay High School,ANR4YFB,French III ,"EDG FRN III A, B (P),EDG FRN III A CR (P),EDG FRN III B CR (P),EDG FRN III A P,EDG FRN III B P","4775, 4776,4775R,4776R,4775,4776",Full Year,Language Other than English (E),LOTE Level 3,None,,,350
052860,Mission Bay High School,AGTDMQZ,Mandarin Chinese 5-6,"MANCHINESE 5,6 (P),MANCHINESE 5,6 IM (P),MANCHINESE 5P,MANCHINESE 6P","2355/2356,2355M/2356M,2355,2356",Full Year,Language Other than English (E),LOTE Level 3,None,,,350
052860,Mission Bay High School,EY8SNE,Spanish 5-6,"SPN 5P,SPN 5,6 (P),SPN 6P","2325,2325,2326,2326",Full Year,Language Other than English (E),LOTE Level 3,None,,,350
052860,Mission Bay High School,BBQ58GT,Spanish III ,"EDG SPN III A, B (P),EDG SPN III A CR (P),EDG SPN III B CR (P),EDG SPN III A P,EDG SPN III B P","4722, 4723,4722R,4723R,4722,4723",Full Year,Language Other than English (E),LOTE Level 3,None,,,350
052860,Mission Bay High School,AL783GE,AP Chinese Language and Culture,"CHIN LANG/CULT 1,2 AP (HP),CHIN LANGCULT 1 APHP,CHIN LANGCULT 2 APHP","2175, 2176,2175,2176",Full Year,Language Other than English (E),LOTE Level 4+,AP,,,350
052860,Mission Bay High School,MBC35P,AP Spanish Language and Culture,"SPN LNG 1,2 AP (HP),SPN LNG1 APHP,SPN LNG2 APHP","2333, 2334,2333,2334",Full Year,Language Other than English (E),LOTE Level 4+,AP,,,350
052860,Mission Bay High School,H3BSLM,AP Spanish Literature and Culture,"SPN LIT 1,2 AP (HP)","2339, 2340",Full Year,Language Other than English (E),LOTE Level 4+,AP,,,350
052860,Mission Bay High School,ZFNM9T,Mandarin Chinese 7-8,"MANCHINESE 7-8,MANCHINESE 7-8 IM,MANCHINESE 7 P,MANCHINESE 8 P","2357, 2358,2357M, 2358M,2357,2358",Full Year,Language Other than English (E),LOTE Level 4+,None,,,350
052860,Mission Bay High School,GXESAF,Mandarin Chinese 7-8 Honors,"MANCHINESE 7-8 HNRS IM,MANCHINESE 7-8 HNRS(HP),MANCHINESE 7 HNRS HP,MANCHINESE 8 HNRS HP","2507M, 2508M,2507, 2508,2507,2508",Full Year,Language Other than English (E),LOTE Level 4+,Honors,,,350
052860,Mission Bay High School,CAYSXP,Mandarin IB SL,"MAND SL IB 1 (HP),MAND SL IB 2 (HP)","2525,2526",Full Year,Language Other than English (E),LOTE Level 4+,IB,,,350
052860,Mission Bay High School,FN8TJK4,"Spanish 7,8 Honors (H)","SPN 7,8 HNRS (HP),SPN 7 HNRS HP,SPN 8 HNRS HP,SPN 7 HNRS IM (HP),SPN 8 HNRS IM (HP)","2307, 2308,2307,2308,2307M,2308M",Full Year,Language Other than English (E),LOTE Level 4+,Honors,,,350
052860,Mission Bay High School,JY5N8G,Spanish IB HL1,"SP HL1 IB 1HP,SP HL1 IB 2HP,SPN HL1 IB 1,2 (HP)","2429,2430,2429,2430",Full Year,Language Other than English (E),LOTE Level 4+,IB,,,350
052860,Mission Bay High School,BWTBRF,Spanish IB HL2,"SP HL2 IB 1HP,SP HL2 IB 2HP,SPN HL2 IB 1-2 (HP)","2431,2432,2431,2432",Full Year,Language Other than English (E),LOTE Level 4+,IB,,,350
